title,date,news,news_link
TikTokers target controversial Willow oil project,2023-03-09T23:07:16.000Z," US government officials are expected to make a decision on one of the biggest US oil projects in decades this week., Environmental groups and some Native residents have long opposed the proposal because of its potential for climate impacts and wildlife damage., But opposition has grown rapidly in the last few weeks as the #stopwillow campaign has gone viral on TikTok., ConocoPhillips, the company behind the project, said it would create thousands of jobs and revenue for locals., The Willow oil project - if agreed - could produce up to 180,000 barrels of oil a day, making it the largest oil project in the region for decades. By comparison, Prudhoe Bay in Alaska, which is the largest oil field in North America, produces 281,800 barrels a day. , The US Bureau of Land Management estimated that the project, on Alaska's remote North Slope, would produce up to 278 million metric tons of CO2e over its 30-year lifetime - the equivalent of adding more than 2 million cars to roads in the US., CO2e is a unit used to express the climate impact of all greenhouse gases together as if they were all emitted as carbon dioxide.  , Environmentalists argue this undermines President Biden's credibility as a leader on climate change action, after his pledge to make the US a net zero contributor to climate change by 2050. , Mike Scott, senior campaign representative at environmental charity Sierra Club, said: ""Approving the willow project] after passing the largest climate bill in history would be a giant step in reverse."", The Bureau of Land Management's environmental impact assessment recommended scaling back the project to three drilling sites from five, and offsetting half the emissions, for example by planting trees to capture the carbon. , It said this would ensure the US's target of reducing its net greenhouse gas emissions by 52% below 2005 levels would still be achieved. , ConocoPhillips spokesman Dennis Nuss told the BBC: ""We believe this project fits with the Biden administration's priorities on environmental and social justice, facilitating the energy transition, and enhancing our energy security."", Representatives of Alaska's native Iñupiaq have also raised serious concerns about the project's local environmental impacts, including disturbance to local wildlife, disruption to traditional hunting practices and a decline in air quality. , The drilling site would sit in the National Petroleum Reserve - the largest area of undisturbed public land in the US., It plays host to critical species including polar bears and populations of porcupine caribou., Advisory Board Member to the Native Movement and Mayor of Nuiqsut, Rosemary Ahtuangaruak, has said the mitigating measures are not enough: ""We know our way of life and the importance of our future generations and there is nothing in the new document that gives us assurances that we will not be put at risk."", Other local leaders from the North Slope - the site of the potential project - have been more supportive and the economic benefits it could bring to local communities., ""I am very in support of the Willow Project and so is the majority of my community,"" said Asisaun Toovak, mayor of North Slope city Utqiaģvik to the BBC. The tax revenue from the project would be a lifeline for the North Slope, she said, which is in desperate need of affordable housing. , The Bureau of Land Management estimates the project could generate between $8m and $17m (£6m to £14m) and create 300 permanent jobs., Speaking with Mayor Toovak, Nagruk Harcharek, president of Voice of the Arctic Iñupiat, a network of 24 local Indigenous groups, told the BBC they were both confident that the project would be carried out responsibly.  , ""We've been co-existing with development since the Trans-Alaska pipeline,"" Mr Harcharek said. ""If there was ever a project that we thought would threaten our subsistence ways of life we would not be supportive of it."" , Asked about the growing opposition on social media, Mayor Toovak said it had been ""really hard"" to see., ""Our voices are diminished by people who don't live here,"" she said. ""They don't understand the harshness of living on the North Slope."" , In the last seven days videos on social media platform TikTok tagged with #stopwillow have gained 20 million views in the United States., Young TikTokers posting the videos have encouraged viewers to send letters to President Biden asking him not to go ahead with his decision. They report that one million letters have been sent, including from brands such as Patagonia., Elise Joshi, 20,  is a university student at UC Berkley and executive director of Gen Z for Change, a coalition of young activists who use online platforms for social change., In February, Ms Joshi created one of the first TikTok's opposing the Willow Project, calling it a ""carbon bomb"". ""We cannot afford more fossil fuel projects,"" she said. , She was surprised when her #StopWillow video racked up over 300,000 views., ""Climate doesn't have its moment of virality a lot,"" Ms Joshi said. , Joining her in the #StopWillow Tiktok movement was 25-year-old Alex Haraus., ""Thousands of other people are all making content about this,"" Mr Haraus said.""It's not any one particular person. It's just so many people with so many backgrounds because everyone feels empowered to talk about it."", As of Thursday a change.org petition calling to stop the Willow Project on environmental grounds has gained more than three million signatures - making it one of the most signed petitions on the platform. , Senator Dan Sullivan, who is one of the three Alaskan congressional delegation members in support of the project, suggested that the social media trend might be the work of outside influences. During the introduction of a new bill to limit TikTok this week, the senator said: ""Maybe that's the Chinese Communist Party trying to influence young Americans."", A decision on the project is expected by the end of the week. The US Department of the Interior has 30 days from the final environmental impact assessment issued by the Bureau of Land Management to make a decision. It declined to provide a comment to the BBC. , Additional reporting by Grace Conley, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/science-environment-64906323
Climate change: New idea for sucking up CO2 from air shows promise,2023-03-09T00:58:07.000Z," A new way of sucking carbon dioxide from the air and storing it in the sea has been outlined by scientists., The authors say that this novel approach captures CO2 from the atmosphere up to three times more efficiently than current methods. , The warming gas can be transformed into bicarbonate of soda and stored safely and cheaply in seawater. , The new method could speed up the deployment of carbon removal technology, experts say., While the world has struggled to limit and reduce emissions of carbon dioxide in recent decades, several companies have instead focussed on developing technology to remove CO2 from the atmosphere., Climeworks in Switzerland is perhaps the best known. Over the past ten years it has developed machines to suck in the air from the atmosphere that filter and trap the carbon dioxide molecules. , At a plant in Iceland the captured CO2 is injected deep underground where it is permanently turned into stone. , The company has recently started selling a certified carbon removal service to large corporate clients including Microsoft, Spotify and Stripe., However, one big problem for most current approaches to direct air capture is cost. , CO2, although a powerful warming agent, is relatively diluted in the atmosphere at around 400 parts per million (ppm) in air. , So big machines that require large amounts of energy are needed to both absorb and discharge the CO2. , This new approach, using off-the-shelf resins and other chemicals, promises far greater efficiency and lower cost, say the scientists involved., The research team have borrowed an approach used for applications in water, and ""tweaked"" existing materials to remove CO2 from the air. , In tests, the new hybrid absorbing material was able to take in three times as much CO2 as existing substances., ""To my knowledge, there is no absorbing material which even at 100,000 ppm, shows the capacity we get it in direct air capture of 400 ppm,"" said lead author Prof Arup SenGupta from Lehigh University in the US., ""This simple ability to capture CO2 at a high quantity, in a small volume of material, is a unique aspect of our work."" , The development, while in its early stages, has been welcomed by others in the field., ""I am happy to see this paper in the published literature, it is very exciting, and it stands a good chance of transforming the CO2 capture efforts,"" said Prof Catherine Peters from Princeton University, an expert in geological engineering, who wasn't involved in the research project., ""What is clever about this is that the starting point was a technology previously designed for applications in water. This advance applies this technology to the gas phase - a new idea."", ""The demonstrated performance for CO2 capture is promising."", One of the big challenges in capturing CO2 is what to do with the trapped gas. , Storing it under the ground or sea in former oil wells is one widely used approach. But the new paper suggests that with the addition of some chemicals the captured CO2 can be transformed into bicarbonate of soda and stored simply and safely in sea water. , Dr SenGupta says he now wants to establish a spin-off company to develop the technology further. , He believes that removing CO2 in this way will not only be critical to limiting the rise in global temperatures but could also be directly empowering for developing countries. , ""We have to take it to places like Bangladesh, Barbados or the Maldives, they also have a role to play, they cannot be just bystanders who keep suffering."", Some scientists are reluctant to put too much emphasis on new and emerging technologies like direct air capture because they fear that it could dilute the carbon cutting efforts of governments and individuals., But with the temperature thresholds of the Paris climate agreement under threat from rising emissions, many others feel that the rapid deployment of direct air capture in addition to massive cuts in carbon is the best hope of avoiding dangerous climate change. , ""It has become even more important now that we are definitely in an overshoot regime, where we have to take carbon back from the environment,"" said Prof Klaus Lackner, a pioneer in the field of removing CO2., ""DAC will have to get cheaper to make a useful contribution. I am optimistic that it can do this."", Professor SenGupta shares that optimism, believing that this new approach can remove CO2 for less than $100 a tonne., The research has been published in the journal, Science Advances. , © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/science-environment-64886116
WhatsApp: Rather be blocked in UK than weaken security,2023-03-09T15:52:31.000Z," WhatsApp says it would rather be blocked in the UK than undermine its encrypted-messaging system, if required to do so under the Online Safety Bill., Its head, Will Cathcart, said it would refuse to comply if asked to weaken the privacy of encrypted messages., The app Signal previously said it could stop providing services in the UK if the bill required it to scan messages., The government said it is possible to have both privacy and child safety., WhatsApp is the most popular messaging platform in the UK, used by more than seven in 10 adults who are online, according to communication regulator Ofcom., End-to-end encryption scrambles messages so even the company running the service cannot view the contents., But critics of the Online Safety Bill say it grants Ofcom the power to require private encrypted-messaging apps and other services to adopt ""accredited technology"" to identify and remove child-abuse material., Undermining the privacy of WhatsApp messages in the UK would do so for all users, Mr Cathcart said., ""Our users all around the world want security - 98% of our users are outside the UK, they do not want us to lower the security of the product,"" he said. And the app would rather accept being blocked in the UK., ""We've recently been blocked in Iran, for example. We've never seen a liberal democracy do that,"" he added., Signal president Meredith Whittaker previously told BBC News it ""would absolutely, 100% walk"" and stop providing services in the UK if required by the bill to weaken the privacy of its encrypted messaging system., She later tweeted she was ""looking forward to working with @wcathcart and others to push back""., A day later, Mr Cathcart replied: ""And very important we work together (and honoured to get to do so) to push back."", Asked if he would go as far as Signal, Mr Cathcart said: ""We won't lower the security of WhatsApp. We have never done that - and we have accepted being blocked in other parts of the world."" And he feared the UK would set an example other nations might follow., ""When a liberal democracy says, 'Is it OK to scan everyone's private communication for illegal content?' that emboldens countries around the world that have very different definitions of illegal content to propose the same thing,"" Mr Cathcart said., The government, and prominent child-protection charities, have long argued encryption hinders efforts to combat the growing problem of online child abuse., ""It is important that technology companies make every effort to ensure that their platforms do not become a breeding ground for paedophiles,"" the Home Office said., The National Society for the Prevention of Cruelty to Children (NSPCC) says research shows grooming and child-abuse-image crimes recorded in the UK have increased dramatically., The charity's Richard Collard said the Online Safety Bill ""will rightly make it a legal requirement for platforms to identify and disrupt child sexual abuse taking place on their sites and services and companies could be preparing by developing technological solutions that protect the safety and privacy of all users, not least that of child abuse victims""., ""Experts have demonstrated that it's possible to tackle child-abuse material and grooming in end-to-end encrypted environments,"" he added. , The government said: ""The Online Safety Bill does not represent a ban on end-to-end encryption., ""It is not a choice between privacy or child safety - we can and we must have both."", But critics say the only way to check the contents of encrypted messages for child-sexual-abuse material would be to have services scan them on a device such as a phone before they are encrypted and sent. And this client-side scanning undermines the privacy encryption provides., Lawyer Graham Smith tweeted: ""You could argue that you don't break a fence by digging round the end of it - literally true but where does it get you if the objective] is to trespass on private property? And once the hole has been dug, you might as well not have the fence."", And Mr Cathcart asked: ""If companies installed software on to people's phones and computers to scan the content of their communications against a list of illegal content, what happens when other countries show up and give a different list of illegal content?"", Dr Monica Horten, of digital-rights campaigners the Open Rights Group, said: ""With over 40 million users of encrypted chat services in the UK, this turns it into a mass-surveillance tool, with potentially damaging consequences for privacy and free-expression rights."", The Information Commissioner's Office, which says it is working closely with Ofcom, told BBC News any interventions that could weaken encryption must be ""necessary and proportionate"". , ""Where less intrusive measures are available, they should be used,"" it said. And it supported ""technological solutions that facilitate the detection of illegal content without undermining privacy protections for everyone""., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/technology-64863448
BMW invests in Oxford plant as it plans more electric Minis,2023-03-09T12:13:43.000Z," Carmaker BMW is preparing to invest up to £600m in its Mini plant at Cowley, near Oxford, the BBC understands., The money is expected to be used to prepare the plant for a future building electric models., The government has offered support worth £75m to BMW., The first generation of electric Minis was launched at the Cowley plant in 2019.  The original model was based on an existing design, converted to run with an electric motor and batteries. , But last year, the company announced production of most of its electric cars would move to China, to be built by a joint venture between BMW and Great Wall Motor. , One electric model, the Countryman, would built at Leipzig, in Germany., At the time, BMW suggested that building both conventionally fuelled and electric cars in the same factory was inefficient., It also insisted Oxford would remain the ""home of the Mini"" and no jobs would be lost., However, with the sale of new non-hybrid petrol and diesel powered cars due to end in 2030, the factory will ultimately have to build electric cars again, if it is to continue operating. , All Minis will be electric by 2030., In a statement, BMW said it had a ""continuous and productive dialogue with UK Government"", but it declined to comment on any future production plans., An announcement from BMW would a positive move at a time when analysts have been questioning the future prospects of the British car industry - with the sector undergoing profound change globally., In 2022, UK production fell to its lowest level since 1956, according to figures from the Society of Motor Manufacturers and Traders. , Honda's factory in Swindon closed in 2021, while Ford shut its engine plant in Bridgend the year before., In January, Britishvolt, which had been planning to build a ""gigafactory"" battery plant near Blyth, collapsed into administration. , The company has been bought by an Australian firm, Recharge Industries - but its priority is no longer expected to be batteries for electric cars., Some new investment is planned, however., Ford is investing £380m in its Halewood plant, preparing it to build motors for electric vehicles. Stellantis is preparing its Ellesmere Port factory  in Cheshire to build electric vans - a project backed by £100m of public money., A similar level of government funding is also going towards the construction of a gigafactory next door to Nissan's plant in Sunderland - where the electric Leaf is built., But last month a senior executive at Nissan warned that ongoing government support and a reduction in manufacturing costs would be needed to justify building other electric models in this country., Chief operating officer Ashwani Gupta told the BBC ""the economics have to work""., The government is known to be keen for the UK to secure a stake in the emerging electric car industry, as conventionally powered models are phased out., The £75m that is being offered to BMW comes from the government's Automotive Transformation Fund., The government is also understood to be in talks with Jaguar Land Rover's parent company Tata over a package of funding for a possible gigafactory here., However, Spain is also believed to be in the running for that investment., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/business-64902153
Robert Blake in pictures: From Hollywood to murder accused,2023-03-10T03:56:22.000Z," The US actor Robert Blake has died aged 89., Blake, who started acting at the age of six, was best known for his role as detective Tony Baretta in the 1970s TV series Baretta., He starred in numerous other films and TV dramas during a career that spanned nearly six decades., In 2002, he was charged with murdering his second wife Bonnie Lee Bakely., Acquitted in 2005, he was later found liable for her death by a civil jury and ordered to pay her family $30 million, a move which bankrupted him., All images are subject to copyright., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-us-canada-64911059
The mushrooms you can wear and build with,2023-03-06T00:04:13.000Z," There's no doubt mushrooms are having a moment., From the popular Netflix documentary Fantastic Fungi, to the surge of medical trials exploring the use of a compound found in hallucinogenic species as a treatment for depression, a mushroom boom is alive and kicking., But there's one part of fungi that businesses are now especially tapping into, and that's mycelium, the root structure of a mushroom., London-based biomanufacturing company Biohm grows mycelium on a large scale by feeding it the likes of food waste and sawdust to create construction industry products such as insulation panels. These can then be used as an alternative to the prevalent plastic ones., ""We are focused on solving global challenges, and one of the largest in terms of impact on the planet and ecosystem is the construction industry,"" explains Oksana Bondar, director of design at Biohm., ""We looked deeper into waste streams, and types of materials, and the fabric of buildings, and one of the largest commodities is insulation. The idea was to tackle one of the challenges with a natural solution."", Once the mycelium has grown over a number of weeks, Biohm harvests and dries it, and then compresses it into brick-like panels., ""What's beautiful about this product is that the panels can be remanufactured, it can be broken down into feed stock, it's safe to be composted, it's pH neutral and 100% natural. It can fertilise soil,"" says Ms Bondar., A spokeswoman for Biohm said the company was ""currently negotiating... with major multinationals"" to take its products to global markets. ""Expect to see their mycelium thermal insulation being installed in homes, offices, and public spaces in the UK and Europe within the next couple of years."", In San Francisco, a company called MycoWorks is growing mycelium to produce a leather substitute called ""Reishi"". Using this material it is now making everything from hats to wallets, handbags and bowls., ""Mycelium-grown Reishi is an incredible material, and the first of its kind leather replacement] that doesn't use plastic as a core ingredient,"" says Sophia Wang, MycoWorks co-founder., ""It is grown using three organic materials - water, sawdust and mycelium, which keeps carbon emissions low."", She adds that the luxury goods sector is currently showing the most interest in the company's work. MycoWorks has already helped Hermes produce a handbag partly made from its mycelium, and it has formed a collaboration with hat-maker Nick Fouquet., MycoWorks is also working with General Motors to explore the use of mycelium in car interiors., Ms Wang says the firm ""coaxes"" mycelium to grow into a large brick. The top layer of this, which is said to look like a sheet of animal leather, is then peeled off and can be tanned or coloured in the same way as leather., Ms Wang says the cost of Reishi is currently comparable to luxury leather. However, she hopes that as the firm introduces production on a much larger scale, the price will fall., To achieve this growth the company has raised $125m (£104m) to fund the building of a new facility that will allow it to ramp up output from thousands of sheets a year to millions.  This is due to open in South Carolina later this year., While it's difficult to source figures for the financial value of the mycelium sector, its rapid growth is undoubtedly increasing that of the wider global mushroom market. This is due to reach $90.4bn by 2028, up from $63bn in 2022, according to research company Imarc Group., ""I think the reason for the expanded interest in mycelium for materials science applications is just increased awareness,"" says Dr Mitchell Jones, a researcher at the Vienna University of Technology, and an expert on mycelium., ""When I started my PhD on the topic about seven years ago nobody knew about it. There was almost no documented research on mycelium-based materials and just two companies in the US doing stuff with it., ""These days the topic is much more popular. Companies are popping up everywhere including the US, UK, Italy, the Netherlands, Indonesia, South Korea, Estonia and Australia. The more media attention the topic gets the more people want to get into it commercially and found start-ups. The allure is the 'weirdness' of the concept, for want of a better term."", New Tech Economy is a series exploring how technological innovation is set to shape the new emerging economic landscape., For Dr Jones, mycelium's strong sustainable kudos makes it an attractive material. For starters, it is usually made using agricultural or forestry by-products, or food waste that would otherwise have been incinerated or gone into landfill., He adds that unlike most manufacturing processes - which may use a lot of energy and require machinery - fungi, a biological organism, basically does the hard work for you, simply by growing. , But are there any downsides to the use of mycelium? Dr Jones cautions that it has to be effectively sealed with water repellent, ""because if you don't it is like a sponge compared to other materials, it is susceptible to sucking up large quantities of water""., And he adds that we don't yet know how long it will last for. ""As it hasn't yet been produced on a commercial scale we don't have accurate life assessment data."", An increasing number of food start-ups are also using mycelium as a high-protein alternative to meat, or even a replacement for wheat flour., Berlin-based Bosque Foods has raised $3m to develop mycelium-based substitutes for chicken, pork and bacon., Isabella Iglesias-Musachio, its co-founder and chief executive, says they grow their mycelium ""in a matter of days"" in fermentation vessels that allow for indoor, urban farming., ""From our perspective this is advantageous because we are able to scale up our production in a much more cost-effective way, which means we can reach price parity with animal meat sooner,"" she says., Bosque's mycelium is said to have a mild flavour, with a hint of ""umami"" or savoury notes. To this it adds a range of spices., While Bosque's products have yet to go on sale, mycelium-based burgers are already available to buy in the US, and the European Union gave clearance for one type of mycelium earlier this year., The situation in the UK has been complicated by Brexit, but the UK's Food Standards Agency has maintained EU authorisation rules for so-called ""novel foods"". These are food substances that were not consumed ""significantly"" prior to 1997., Ms Iglesias-Musachio is adamant that mycelium is the future of vegan food. ""Some of the issues with plant-based alternatives is that soy and pea protein isolates can have a very strong flavour which on its own many people find off-putting., ""Our mycelium can act as a blank canvas for us to create delicious flavour profiles that people crave."", © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/business-64810935
Full moon: Photographers capture 'worm moon' over Yorkshire and Lincolnshire,2023-03-08T11:22:03.000Z," Photographers across Yorkshire and Lincolnshire have had their lenses trained on the night sky to capture March's full moon in all its glory., The moon was at its brightest on Tuesday evening just after sunset., According to the Royal Museums in Greenwich, Native Americans named the last full moon of winter the ""worm moon"" after the worm trails that would appear in the newly thawed ground. , The next full moon, the so-called pink moon, will rise on 6 April., Andy Stones, in Scunthorpe, also captured a bright ring around the moon known as a lunar halo., This ring is caused by the refraction of moonlight from ice crystals in the upper atmosphere., Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-england-york-north-yorkshire-64887992
Women Photograph: Pictures from female and non-binary storytellers,2023-03-08T00:20:36.000Z," In 2017 photographer Daniella Zalcman set up Women Photograph, a non-profit organisation that aims to show the world through the eyes of women and non-binary visual storytellers., Six years on from launch, the community now consists of 1,600 photographers from more than 100 countries. As well as highlighting their work, it offers grants, workshops and mentoring to those looking to enter the world of photography. , A collection of work by 100 members forms part of a new book, What We See! Alongside the pictures the photographers offer insight into their work and experience., The pictures depict everything from war to family moments, but Zalcman says: ""The photos themselves often come from the periphery of injustice, or focus on women as the actors in spaces that are so often seen as predominantly male., ""Our long-term objective for the organisation is simple: to become obsolete., ""If Women Photograph is successful in helping the industry achieve true intersectional parity, then the advocacy work at the heart of our organisation will no longer be necessary."", Here is a small selection of the photographs., My father, Villamor, hugs my mother, Georgia, as she spends time with my nieces and sister, Sharila., My mother has been a domestic worker in Hong Kong for more than two decades and only comes home once a year for two weeks. Those two weeks are the happiest I have seen our family. , When I took this photo, my family was oblivious to the camera as they were in the moment, enjoying each other. , Migration is a big part of our lives, and subconsciously, we know that these moments are fleeting. The process of documenting my own family was cathartic and it taught me that vulnerability is a gift. , The circumstances of our lives made me a survivor but being vulnerable made me a better photographer., The pandemic has changed the way we travel. It grounded me, and most people, in the four walls of the space I love to call home. At the end of 2021, I decided to visit Rote Island - the southernmost point of Asia. , On one of the evenings I spent staring at the vast India Ocean as the sun set to the horizon, I met Aurel, who shared a calm and tender moment with her dog as she bathed in the water. , As a working photojournalist, I usually gravitate towards newsworthy images, created in a fast-paced environment around issues I care about. , This photograph inspires me to rethink how I work, to slow down and to look into slower, quiet moments that I often overlook, and to explore beyond my usual approach., For a decade I have been photographing both the threats facing transgender women throughout Latin America and their resilience, despite deeply rooted phobias. , In the most recent chapter of this work, Abre Camino (Open Road), I have documented not only the push factors compelling trans women to flee Central America, but also their journeys north towards the United States and the challenges they face on reaching the country they perceive as a safe haven. , By following, long-term, women such as Alexa, who is pictured here in the centre with friends in San Pedro Sula, Honduras, I strive to paint a more truthful, humanistic portrait of this community that is often narrowly portrayed by the media. , By showing the larger context of these women's lives, I hope to educate people on how transphobia and discrimination have far-reaching, harmful consequences., My Shy Girl photograph from January 2019 is one of my dearest pictures from my long-term project, Unfolding Kyrgyzstan - Where the Poplars Grow, about my re-encounter and my relationship with my native country. , I was born in today's Kyrgyzstan when it was part of the Soviet Union and immigrated to Germany in 1988 as a nine-year-old girl. Since 2008, I have regularly visited Kyrgyzstan, now an independent and democratic country in central Asia. , I was driving down the long road on the north shore of Lake Issyk Kul with two friends in the car when I saw this bus in the distance. , When I reached the bus, I noticed it was without wheels and that children used it as a playground. While one shy girl decided to be photographed, several other children played hide and seek. They are hiding in the bus, having fun and laughing., I first became interested in photography when I was in high school, when my grandfather was diagnosed with Alzheimer's. , The idea that you could live your entire life and one day just forget it all terrified me. , I became obsessed with the idea of documenting everything and everyone in the hope that if I ever started to lose my own memory one day, my relentless documentation over the course of my life would help me remember. , I am particularly drawn to the subtle, mundane and oftentimes forgetful moments., This is an image from a photo-diary that I kept during the first month of lockdown in New York City, from the official shelter-in-place order that spanned 20 March to 20 April 2020. , I have a history of depression and live alone, so I feared that isolation would exacerbate past mental-health issues. I gave myself an assignment to make one photo every day to restore some semblance of routine and normalcy during the early days of the pandemic. , When starting out in my career as a documentary photographer, I strove for journalistic objectivity - since the pandemic, however, I have become more open to non-traditional approaches to storytelling, like turning the camera on myself., As a Lebanese-born American woman and mother, my cross-cultural experiences inform my art. I have dedicated my work to exploring issues of personal and collective identity through photographs of female adolescence and womanhood, both in the United States, where  I live, and the Middle East, where I am from.  , This image is part of my series SHE. In this work, I focus on young women in their 20s - the ages of my daughters. I portray the raw beauty of their age, their individuality, physicality, texture, and mystery, and I create a personal narrative with them. , The process is collaborative and the women are active participants in the image-making process. , Farah was part of the young generation who had been protesting in Lebanon, during the popular uprising of October 2019, demanding to get rid of the government. There were factions trying to undermine the protests, and they burned Farah's car. , We collaborated to portray the moment, immortalising the car before it went to the dump. It was an act of resistance and it was important to tell her story., This image is part of my series Ballet in Kibera and was one of the first personal projects I worked on in my career as a documentary and portrait photographer. , I have an interest in the intersection between identity and self-expression, particularly new African identities, and strive to highlight social issues on the continent in a contemporary and non-traditional way. , It was a project that told an African story without centring on poverty, but instead focused on human beings navigating their world. , I worked with Annos Africa, a non-profit organisation that offered the classes, and initially I just watched. For me, it was an important lesson in just how important it is to spend time with your collaborators., You can find out more about the work of the group on their website, All photographs courtesy Women Photograph., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/in-pictures-64837281
International Women's Day: Istanbul women defy ban on protests,2023-03-09T00:16:15.000Z," Thousands of Turkish women have defied a ban on protests on International Women's Day and rallied in the city of Istanbul for what they called a ""feminist night march""., Police prevented them from reaching Taksim Square in the city centre but allowed them to carry on with their march for a while, although later they used tear gas to disperse them., Several people were detained by police at the march., The main opposition Republican People's Party marked the occasion by releasing a report that said that more than 600 women had been killed in Turkey by men since 2021, when Turkish President Recep Tayyip Erdogan withdrew the country from the Istanbul Convention., The treaty aims to combat domestic violence., All images are subject to copyright., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-europe-64897655
International Women's Day: Hundreds take part in sunrise swim,2023-03-08T13:46:13.000Z," Hundreds of swimmers took a sunrise dip in the Firth of Forth to mark International Women's Day. , Organisers had called off the official event due to the sub-zero temperatures - but that did not deter those who turned up to take the plunge regardless., Money raised from the event at Portobello Beach, Edinburgh, is to be donated to the charity Women's Aid., This year sees the 50th anniversary of the organisation's Edinburgh branch., Pictures by Jane Barlow, PA Images, and Alicia Bruce, Reuters., © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/uk-scotland-64889062
Pictures from above: What a bird's eye view of Africa reveals,2023-03-08T00:41:42.000Z," For the past 40 years, Edward Burtynsky has photographed the impact of human industry on the planet and for his latest collection, African Studies, he travelled across the continent taking photos from above. He spoke to the BBC's Mary Harper., In many ways it was China that got me interested in turning my attention to the African continent. , About 20 years ago, I photographed the extraordinary explosion of manufacturing in China, factories and all. , Carbon copies of these factories are now popping up across the continent and the resemblance to what I saw decades ago is uncanny. , As China moves towards becoming a service economy, it is relocating its mega-factory floors to countries like South Africa, embarking on huge infrastructure projects and extracting the continent's resources to fuel its growth., Most of these photos were taken from the sky, from planes, helicopters and drones. , They reveal the design, structure and scale of the marks humans inscribe on the earth, the extraordinary vistas not visible from ground level., Like the extractive industries, agriculture also throws up abstract images when seen from above. , I wonder if tea pickers and rose growers are aware of the extraordinary geometry and symmetry of the fields they work in., Those who work on the land, whether fertile or parched, sometimes transform its beauty but do not destroy it. , In South Africa, farmers try to hold back desertification by ploughing great ruts in the earth which collect water when it rains, allowing plants and trees to grow in a hostile environment., The land across Africa is replete with resources, some extracted with modern technology, others using techniques that are centuries old. , In Ethiopia, it was like stepping back in time as people harvested salt with pickaxes in temperatures of 50C. , Every day the salt is loaded onto camels, the ships of the desert. , We had to give up on our GPS instruments in Danakil. As it is about 125m below sea level the devices became confused, thinking we were operating under the ocean., One of the highlights of my journey was a visit to the salt ponds of Senegal, West Africa's largest producers of salt. , Harvesters dig shallow depressions by hand which are then filled with salt water from nearby canals. , Once the water has evaporated, minerals, pigments and various algae combine with reflections of the sky to create a spectacle for the eye. The intricate, organic structures become almost hypnotic., The stark result of corporate profiteering, poverty, ingenuity and ruthless piracy in the oil-rich Niger Delta easily ranks as one of the most profoundly disturbing, devastated landscapes ever created by humankind. , Coming to grips with the experience of that landscape was a major turning point in my understanding about the degree to which we as a species are capable of defiling our planet., A striking difference between Chinese and African factories is that in Africa the essential workforce is from the local towns and villages while most often the floor bosses and site managers are Chinese. , With populations drifting to find work in the cities, China has embarked on a fever of construction often encroaching on precious rural land., The Tsaus Mountains of the Sperrgebiet in Namibia are some of the most hauntingly beautiful land formations I have ever photographed. , Their topographic structures and richness of colour seemed to transcend the idea of landscape altogether and enter into a purely abstract realm. , Homo sapiens began migrating out of Africa some 200,000 years ago. Fast forward to the 21st Century and we have come full circle, returning to one of the last places on earth to be swept into the unrelenting machinations of the human industrial complex. , The African continent is a fragile, final frontier. , Copyright: Edward Burtynsky, courtesy of Flowers Gallery, London/Hong Kong and Metivier Gallery, Toronto, © 2023 BBC. The BBC is not responsible for the content of external sites. Read about our approach to external linking.]",https://www.bbc.com/news/world-africa-64862607
